author,comment,likes,published_at,is_relevant
@babarsaleem2861,Aslamualaqum when you order food  aske less spices also you should visit bar b q tonight restaurant 😊,0,2024-06-01T10:57:25Z,True
@abinam2255,"Your mom looked petrified in the Tuk-Tuk! Driving in the West is ""Organized Order"", whereas in the East it is ""Organized Chaos"". People have a ""Third Eye"" - to sense what's coming around them. p/s: You would have got a lot less hassle from street vendors and dubious characters, if your mom didn't walk the streets of Lahore in a sleeveless 'top'!",0,2024-06-01T09:11:54Z,True
@zubairqureshi7532,Love lahore ❤️ ♥️ 💕,1,2024-05-31T16:28:46Z,True
@m.zahidiftikhar5493,"It's indeed very hot in Lahore these days. I respect your passion & interest. Listening to Azan/Adhan at Badshahi mosque is a great experience & worth the discomfort in this weather. I suggest that you visit ""Andaz"" restaurant just before Maghrib. It is closest to the mosque with a stunning view & the Azan sounds magical there.",0,2024-05-31T14:42:07Z,True
@m.zahidiftikhar5493,"It's indeed very hot in Lahore these days. I respect your passion & interest. Listening to Azan/Adhan at Badshahi mosque is a great experience & worth the discomfort in this weather. I suggest that you visit ""Andaz"" restaurant just before Maghrib. It is closest to the mosque with a stunning view & the Azan sounds magical there.",0,2024-05-31T14:41:57Z,True
@ranawasif6463,Hy hy sweet girl you can see watch mosque badshahi  have in prophet Muhammad PBUH and hazart Ayesha thinks have hoily thinks have and  prophet Muhammad PBUH  face his 1 hair have see watch just 1 hair face hair have  stay her plz see watch❤❤,0,2024-05-31T13:18:48Z,True
@ranawasif6463,Wowow you her in my cuntery Lahore wowowo super  pakistan very huge top   super famous welcome to lahore dear sweet ❤❤❤❤❤❤,0,2024-05-31T13:15:55Z,True
@anto8024,Come to indonesia big country big muslim in the world good food good people,0,2024-05-30T05:14:33Z,True
@Kingpinsodapop,Welcome to Pakistan.. May Allah protect and preserve you and your family..Ameen,8,2024-05-30T04:49:43Z,True
@khawarmasoodqureshihashmi8834,"Need to teach or introduce Islam to your mother.
May ALLAH ALMIGHTY bless her with islam",0,2024-05-30T02:56:44Z,True
@muhammadnaeem5101,"MaSha'a Allah, ... Sister Welcome to Lahore Pakistan. Hope you enjoy, but it too hot now a days...
Love from Lahore",1,2024-05-29T20:07:08Z,True
@thennow6940,"Love From Dhaka, Bangladesh",1,2024-05-29T19:49:01Z,True
@Sal-imm,"Blessings to you and your family from CT, USA.",0,2024-05-29T11:21:44Z,True
@razahasanbhatti8454,Salaam sister welcome to Lahore. Allah bless you both  best wishes and have a wonderful trip.,0,2024-05-29T07:38:38Z,True
@AbbasKhan-eu2cj,Careem app is Pakistan best taxi service it’s owned by Uber,0,2024-05-28T22:01:27Z,True
@rogston39,"InshAllah my family and I are travelling to Pakistan soon (Lahore, Islamabad, Abbottabad, etc....) Love your videos :) MashAllah",12,2024-05-28T16:39:55Z,True
@RAFIKKHAN-vb7vp,Alhamdulillahi rabbul alamin allah subhan v tala more gaide you and your family takbir Allahu Akbar I am Indian,0,2024-05-28T14:00:41Z,True
@sameerazenib9678,I used Indrive on my recent visit to Lahore and found it a really good app. The prices were exceptionally reasonable. Although l did jump on a few Rickshaw and why not.....we dont have rickshaws in the UK. As for a SIM l Just got a relative to get me a local simcard with an internet package that cost me around rs500 for a week and this was last year. I found it so useful. It  was still active a year later and l had remaining mins left! Wanted to visit Badshai mosque but it started to get warm during the days and it felt really uncomfortable in the heat. March/April Is a great time to visit and the weather is beautiful. Nov/Dec is pleasant too,0,2024-05-28T12:43:35Z,True
@umarumar5653,love from lahore to my muslim sister,0,2024-05-28T09:49:29Z,True
@amirshahzad8668,"Welcome to Pakistan sister, I m sure  you will Enjoy the trip. Watching you from Abu Dhabi. I have worked in Lahore 5 years",0,2024-05-28T07:43:33Z,True
@PunjabiMuslim510,Lahore is one of the Beautiful City in the world The Language of People of Lahore is Punjabi Punjabi is very sweet Language,1,2024-05-28T06:06:25Z,True
@PunjabiMuslim510,Lahore is the heart of Punjab,0,2024-05-28T06:02:53Z,True
@SaifUllah-vh8io,"Masha Allah, sister most welcome to Lahore Pakistan,,,,❤❤❤❤❤,,, I Love Islam,,,",0,2024-05-27T13:33:05Z,True
@shayannaseer,Welcome to Islam and Pakistan Lahore,9,2024-05-27T11:05:23Z,True
@edwinbartolome7529,But unfortunately u are not entitle for 72 hoores in jannah,0,2024-05-26T18:23:13Z,True
@SalmanAli-oc9eu,Welcome to Lahore. Happy to see you here.,0,2024-05-26T17:07:22Z,True
@alexgabriel2255,"wow, you are in Lahore amazing in summer it quite hot from 11 to 4 but evening are nice . their are quite number of places to see number of parks some historic places as well . well its sham i am not their other wise i do help you to visit Lahore. who is your husband he did not came ?",0,2024-05-26T16:50:26Z,True
@asalhaqeeqat2957,Sis you need to visit northern part of pak these days of the year. The weather is not to visit cities. It's too hot specially if you are from Scotland. Explore cities like lahore Karachi in winter time,0,2024-05-26T15:51:35Z,True
@WOW2KIDS,It's summer now in lahore. Better to come in January,0,2024-05-26T14:19:07Z,True
@ALIhassan-rv4cr,Good lord Rebecca !!! First the hot weather and them spicy biryani for mum!!!😂😂😂😅 That is one loving mom!!!!,0,2024-05-26T11:24:02Z,True
@ghaziattaullah2485,Salaam. Happy. To see in Islam. And one. Day ur. Mum also feel. More comfortable then. Previous. Time,7,2024-05-26T09:58:02Z,True
@ateeqdxb1676,Allah pak blessed you and your family  ❤,0,2024-05-26T09:54:39Z,True
@usmanmasood4448,Masha Allah you are in Lahore in this weather 🌡️ over 40°C too much hot I think September October to march is good have a safe journey and welcome,0,2024-05-26T09:32:10Z,True
@mukaram43,Ask mom.to use yougurt  drink probiotic it will save her from indigestion and   spicy food,0,2024-05-26T09:24:53Z,True
@nigah1783,"Rebbeca sister you are like my own sister and your mother is like my own mother. we all Pakistani are like your own family and Pakistan is like your own country so pls if you need anykind of help , you can say. we will feel  proud to help you.your mother also a nice lady and may Allah grant her light of Eman.Ameen",2,2024-05-26T09:11:11Z,True
@nigah1783,Although he weather is vry hot in these days in Lahore but the people in Pakistan especially  of Lahore are very nice.,1,2024-05-26T08:01:37Z,True
@sahibzadaibrahim1734,"Come to Northern Pakistan, it's hot in the cities of Pakistan like Karachi , Lahore and Islamabad",0,2024-05-26T07:55:00Z,True
@nassir4425,Masha Allah may Allah bless you and your family,0,2024-05-26T07:40:26Z,True
@Jamil-Minhas,"Welcome to Pakistan ""Rebecca"" along-with your beautiful and humble mother;  Hope you are ready to experience warm welcome everywhere you go. Lahore is a culturally rich city. Only the thing may bother you the Heat Wave which is prevailing in central and Southern Punjab Province now-a-days.  You will find historical places here. Delicious food. Many things to buy and beautiful mosques (like you visited Baad-shahi Mosque of Mughal Era),",0,2024-05-26T06:38:21Z,True
@MullBatoora-kf6cj,One day in Lahore one day in Islamabad and then the northern area is not so hot it's just spring there.,1,2024-05-26T04:49:52Z,True
@FaisalRehman-bw6xp,"Lahore is my city. Lahore is famous of hospitalty and living heart peoples.
One sentence is very famous about Lahore who he has not seen lahore was not born.",0,2024-05-26T04:24:38Z,True
@muhabbatali3790,"Well come to Pakistan , Allah bless you and your family",0,2024-05-26T03:25:52Z,True
@muslim_first,"North of Islamabad is of comfortable weather from April to October 
South of Islamabad including Lahore is of comfortable weather from November to March",4,2024-05-26T02:19:08Z,True
@abdinurhassan9354,I  was fighting  tears all the time you say Alxamdulilah  and Insha'allah  honestly those 2 words are  the reasons you got  supported by strangers to get the Simcard and other daily things  you wanted. verily Allah is sufficient on us if we trust on him all the time.,1,2024-05-26T01:33:54Z,True
@dr.muhammadshakeel1347,"Assalam o alaikum, I have been watching your vedios from months. I want to meet with you, however, i was living in China. Fortunately, i came back to my home last month and go back in next month, Could i meet with you and your mom.?",0,2024-05-26T00:56:43Z,True
@NasimKhan-ik1ih,"Sister Rebecca u can also try some Chinese food you gonna love it that wouldn’t be spicy at all. Inshaa Allah 
I’m basically from kashmir and live in Uk , I’m mum of three alhumdulillah 💕",0,2024-05-25T21:57:24Z,True
@NasimKhan-ik1ih,"Mashaa Allah good to c u guys in Lahore , plz let us know if u need any kind of support there ? Bless you 💕",0,2024-05-25T21:52:06Z,True
@naghmanarizvi5769,"Welcome to  lahore. My regards to your mum. You are both braving the usual hot weather of May. Please keep hydrated head gear is a must. When you reach your residence in lahore , stand over the sink and pour some cold water over your your head . It would remove the heat. You will feel much better.",0,2024-05-25T21:03:49Z,True
@self-sufficient9315,"Hello lovely mom and daughter ❤ You should have eased your mom into activities... sitting in auto for the first ride was not good. And it is too much heat here in Lahore or cities,.. only north is suitable ... it would have been better if she could have been mentaly prepared before coming to asian countries.. to prevent shock.",0,2024-05-25T21:00:44Z,True
@Id_give_a_sht,"It's hot, if its hard for you... you should visit gilgit baltistan, and must visit Karachi and peshawar for food, islamabad and kpk beautiful mountains place",0,2024-05-25T20:54:28Z,True
@hammad.chaudhary1,"Selamun Aleykum Sister Rebecca! I am also from Lahore, Pakistan 🇵🇰 living in Germany. We love to see your content and see you as our sister in religion now and love your mom as well as I am sure you already know. 
I hope you already made a list of all the 14 days, I belong to a lahore that is modern and not crazy haha, but I'd recommend you to visit crazy areas too and also the modern ones, it is a very historical and cultural city, try talking to more people or girls, it would be a good content and for more views.
Stay blessed and take care of your safety! it is safe but still.",0,2024-05-25T20:39:21Z,True
@AbubakarSadique-ns3vs,I am watching your videos when you are non Muslim. Can I invite you for lunch at Lahore?,2,2024-05-25T20:24:20Z,True
@Arz-kf8bh,Thanks sıster May Allah bless you and your family from Türkiye,0,2024-05-25T19:04:18Z,True
@anwaranwarrine3555,God bless you sister and your family ❤,1,2024-05-25T17:09:39Z,True
@amirgul4141,God Bless you sister and your family ❤,9,2024-05-25T16:23:02Z,True
@kb4432,The adhan is known as the perfect Dawah,80,2024-05-25T16:17:43Z,True
@champret81,just hoping that next time u can visit indonesia..aand have some nice view,1,2024-05-25T16:01:12Z,True
@manzoorahmad9141,"Sister ! With your Mom Warm welcome to Pakistan Lahore and to muslim community. May Allah Almighty guide to the  true relegion Islam and grant you and your mom steadfastness in the religion of Islam, may the end be in faith, and grant you a high place in Jannah al-Firdus on the Day of Judgment, which Allah Almighty has given to His beloved servants in the Holy Qur'an. Ameen Yaa Rabbal  Alameen 💕💕",86,2024-05-25T15:55:06Z,True
@fxn7279,I do hope you and your mom gets to enjoy Lahore despite the hot weather and the beggars harassing everywhere. The people seem to be really friendly and approached you respectfully.,6,2024-05-25T15:31:44Z,True
@AhmedYaar-hy7vh,Welcome to Lahore.I'm also from Lahore.,6,2024-05-25T15:23:10Z,True
@iftibaber,Try Pakistan clothes in Lahore many varieties of Pakistans clothes,28,2024-05-25T15:15:43Z,True
@noumanintown,"12:00 it’s a hot country thing. I’m from Hyderabad in India and because it’s so hot during the day, nobody really likes going out in the day (unless they have to for work or school). When people invite you home for dinner, they expect you to arrive around 8-9, dinner is served at 10, and everyone starts saying goodbye at 12am and finally leaves at 1am.
The Middle East is also a lot like this - nobody wants to be out walking in the heat at mid-day so street life only really starts around 1-2 hours before sunset.",0,2025-11-13T23:36:18Z,True
@AliZaib-s3h,We are here to solve your problem I hope you will not facing problem about visit special area miss flora it's message for all over the world Pakistan is a comfortable for tourist specially female solo travelers you are not our guest you are you are special for us,0,2025-09-09T00:10:32Z,True
@SaadMajeedDev,Really pleased to see your respect for Holy Places like Badshahi Mosque by covering your head. Very impressive!,0,2025-08-09T18:25:18Z,True
@RizwanJutt-q7w,❤ good butt full video explain,0,2025-07-25T21:08:03Z,True
@sobekneferu4041,"I love watching your travel videos. You show a good mix of history, culture and beautiful views. That teacher was my favorite in the video. Also, at the very end when those guys wanna take pictures with you....yes, it's because you're a rare foreigner and also a very pretty girl :)",0,2025-07-17T21:38:59Z,True
@JustAbrish,"In Lahore, i just saw a scene of you infron of Haveli. Haveli is so aesthetic and pretty. you can eat on the rooftop",0,2025-07-14T19:08:44Z,True
@tanveershehzad8025,Lahore land of parks tombs mosques and clean infrastructure much better road andar pases this city inter a modern era,0,2025-07-06T02:42:15Z,True
@Zoro78969,"as a pakistani diaspora which grew up in the UK, i don't feel safe being alone (even with my family, i never feel relaxed) in pakistan so it was interested to your POV",0,2025-06-23T16:51:48Z,True
@ArpitaSharma-s2i,Come to delhi india to see d original copy 😂 of lahore .,1,2025-03-15T05:15:00Z,True
@growthzone-c4u,"I am Aliza  from Lahore, I really enjoyed this vlog about Lahore! The beauty of the city was shown in such a positive and true way, which is not something all vloggers do. It was refreshing to see Lahore represented so beautifully. Also, the teacher from Lahore who was featured in the vlog spoke so well and had such a humble and kind personality. It was great to hear their thoughts and see their love for the city. Thank you for showcasing Lahore and its people in such a respectful and authentic way",3,2025-02-20T09:04:38Z,True
@EastWestLifeInsider,"How difficult it is for Muslims to keep saying that we are peaceful people and the western world is doing so much propaganda against them.. We knew it's a dirty politics which the learn somehow may be from the greedy personality and inferiority complexes.  We also know, all the people of the world want at least peace and good living environment.",1,2025-01-12T17:02:20Z,True
@Kireniimran,"That teacher has my utmost respect for speaking on behalf of most Pakistanis, showing that we are a peaceful nation. We deeply respect foreigners and warmly welcome those who visit us for tourism! ~ A Pakistani!!",39,2024-11-26T15:05:07Z,True
@irfanqazi7784,"Very very nice to see you in my city Lahore, love from Pakistan 🇵🇰 ❤❤",1,2024-11-07T13:54:39Z,True
@rick-be,"When I saw the PEPSI sign,I knew Lahore was gonna be great.",0,2024-11-03T04:30:20Z,True
@shakeelhmd64,The city of Lahore is very important. It was once the Sindh Valley. Muhammad Bin Qasim was the first Muslim to conquer it in 715.,0,2024-11-02T00:47:53Z,True
@shanchoudrey,"Hoi Flora, Ik ben gisteren begonnen met kijken naar jou vlogs, en ik raakte er verslaafd aan! Het is geweldig om een ​​solo-meisje naar mijn geboorteland te zien reizen en te zien genieten van onze gastvrijheid. Je vlog over Lahore is speciaal voor mij, omdat dit mijn stad is. Ik ben daar geboren en heb door dezelfde straten gelopen als jij vandaag. Groetjes van Amsterdam",0,2024-10-30T18:12:40Z,True
@Maple055,Please also visit DHA lahore beautiful places and many more,1,2024-10-25T03:57:23Z,True
@Sindhi_Soomro,I do add coffee in tea too.😂,0,2024-10-04T17:56:40Z,True
@aliqureshi1985,Thanks for showing the true image of Pakistan and Lahore.,1,2024-09-26T04:40:56Z,True
@YianBrown,"Greetings from Germany. I am really really enjoying your videos, especially the north ones. Sadly i never got the chance to explore the northern party myself. I was born and raised in Delhi Gate Lahore.",1,2024-09-09T19:32:23Z,True
@cnaz8709,"Thank you for this video. My favourite person was the pleasant teacher who cared so much for his Nation and wanted to give his students a chance to meet a foreigner.
 What a lovely peace loving man.",0,2024-09-06T19:06:43Z,True
@syedsulmanshah3497,You are female i respect female belong from anywhere 💞 i think woman's are respectfull same like my family my mother and my sisters god bless you,0,2024-08-15T00:54:36Z,True
@usermubeen,I love Lahore,1,2024-08-08T03:29:33Z,True
@usmyum1,The message of the teacher is the voice of all the hearts in Pakistan. Muhammad Beshir's words are our words to the world. Pakistan welcomes you <3,0,2024-07-12T08:40:17Z,True
@thenurseanilashahzadi,me from lahore in gulshan Ravi,0,2024-07-10T15:12:40Z,True
@thenurseanilashahzadi,lets drink chai together ❤,0,2024-07-10T15:11:09Z,True
@Abdullah508-c2w,Your efforts and time spent to make this content can be seen in the result. Best of luck,0,2024-07-06T18:30:00Z,True
@HCBF2,"why people ask for picture is just because they love people to come and visit here. Different cultures are always welcomed here. we want travelers like you to depict the true picture of Pakistan that how much our people care and respect the female solo travelers, and every muslim is so peaceful and country is so safe. 
i would request  you to record a message for Europe that Pakistan and other muslim countries are safe and there is a complete propaganda against them.
Love from Pakistan and Lahore for showing my city so beautifully, but the best part , our North is a heaven on earth come and Explore.",0,2024-06-24T09:55:50Z,True
@CelticMickTravels,I am heading to Lahore and Islamabad in September and can't wait 🇮🇪 had to book hotel's to get my Visa 😮,1,2024-06-17T13:06:39Z,True
@Adan-v4f,Badshahi mosque+sunset =😌,1,2024-06-07T12:46:05Z,True
@-hc_5sl,its so beautiful video i hope you enjoyed in Lahore this city is full with entertainment,0,2024-06-01T12:26:00Z,True
@Fazal2871,iam from lahore and when i saw your video i realize it that you did showing possitive face of my city,0,2024-05-28T06:47:50Z,True
@munshifahimuzzaman7275,Eating veg in Lahore? 🥲,0,2024-05-27T07:29:01Z,True
@LukaszGraniczek,The teacher with his message about the country was my favorite part of the video! I am going to Pakistan next week and cannot wait to talk to some of the locals and experience the culture!,111,2024-05-18T23:57:40Z,True
@masudreza86,Love Lahore from India ❤ this city so much close to our history also 🥰,1,2024-05-15T09:24:35Z,True
@riaz-vc8ry,"Thanks for showing beauty of Lahore.Love from Lahore.My family also have a warm welcome for your future visit.I am software engineer by professional but your filming ,story telling style is encouriging me to do vlogging .Hopefully I will start vlogs as hobby for part time.Thanks again and have a lot of love .",0,2024-05-13T07:16:57Z,True
@Osieuebbd,That teacher is a real one,1,2024-05-08T07:35:09Z,True
@wajidrashid4089,Leuk dat je zo open staat om Lahore te bezoeken! Ik ga er dit jaar ook naar toe!,2,2024-05-07T15:11:37Z,True
@Nomadsoul_adventure,Being a pakistani i didnot like how teacher addressed with you about making comment netherland losing and then how you need to perceive pakistan. So sorry,0,2024-04-18T02:43:30Z,True
@anne-dominiquemathez5175,I teared up listening to the teacher. I am very aware about the misconceptions other countries could have and when you realise the warmth of the people in Pakistan it just instantly makes you want to go and discover this place. Thank you <3,17,2024-04-05T12:44:02Z,True
@CrushTheRocks110,Love Lahore Pakistan thank you,2,2024-04-05T03:49:16Z,True
@UsmanNizami-y2s,"Everyone who doesn't see Lahore Pakistan he/she do not Born in the world 🌎"" says about Lahore""",3,2024-03-30T18:30:01Z,True
@Winninghearts-ilu,"It would be better to take a scarf when you go outside, this way you'll get rid of the unnecessary and teasing attraction. And to my brothers kindly don't disturb any tourist by behaving stupidly. BTW I must say that cultural and regional differences separate us too much from the westerns in many ways. They are very sensitive people, caring much about their personal space, mood and many more things. To you Flora Sis get used to it
 (i.e: stares, selfies, etc) .
We being Muslims men are taught to lower our gazes when we see any Naa Mahram (Female outside your own family, (wife,mom,sis, daughter, aunts - these are mahram). Same is the case of women when they see a Naa mahram man.
One sincere suggestion from a honest bro (in humanity) to a sis is that kindly take some time off and research about Islam....😢😢😢
🙏🙏🙏",0,2024-03-10T18:01:07Z,True
@iancasidy9951,"Wonderful footage of Lahore; all of your videos on Pakistan have put my mind at ease to visit this beautiful country in 2024.  Keep up all the wonderful work you do, it is immensely appreciated.",0,2024-02-26T15:53:38Z,True
@IjazSagar-pq8rk,Thanks for coming to pakistan and u give positive view of pakistan,0,2024-02-09T11:43:31Z,True
@bubblegum5479-gy7lx,The teacher was so cute. What a wholesome spiel 🥹💕🙏🏽,35,2024-02-08T20:38:40Z,True
@gigiwong8491,Because of the teach I’m going to visit Lahore,0,2024-02-05T07:10:10Z,True
@HassnainAli,It's a crime to add coffee in your CHAI!!!!!,86,2024-01-29T14:14:39Z,True
@YOUNG-fu2vg,Ahh u missed lahores Night life 😢 Hope u visits again 🎉,1,2024-01-21T07:15:38Z,True
@AdilMirza-l2c,Thanks to visit my City... #Love lahore pakistan.,0,2024-01-21T05:25:04Z,True
@AbdulBasit-bs2fk,thanks for showing some of the beautiful places of lahore,0,2024-01-15T17:42:25Z,True
@Dawud_2023,"I love the way you express your feelings while you’re discovering these amazing places. There’s always positivity in all aspects. 
Lahore is in more than in my bucket list, it’s a dream for me to go there one day. 
The more I learn about Pakistan, the more I want to visit it. It’s such an underrated country with a unique culture and the kindest and most generous people I’ve ever met. 
Thanks for sharing your fabulous journeys.",0,2024-01-15T04:04:46Z,True
@zahidch1386,Lahore never sleep. Markets are open till 4am. You can find anything anytime in lahore. That is why ppl are wakeup late in the morning.,0,2024-01-12T13:02:25Z,True
@ranatanveer9835,Lahore the city of gardens flowers historical monuments and places the city of saints the blend of differnt cultures and religions the city of where the past and modern life live still togther foods of sub continent not only music art lovers you feel a differce in my city the heart of Pakistan my Lahore is unique in the world.,1,2024-01-10T15:24:58Z,True
@Ertugrul1198,Lahore Pakistan 🇵🇰 ❤️ Welcome 😁 inshallah food Yummy Biryani?,0,2024-01-09T22:11:45Z,True
@Gurisingh00001,"Love this lahore ,panjab come to Amritsar, panjab.and taste the most popular Amritsari naan and kulcha and tasty lassi drink.and most beautiful sikh gurudwara the golden temple where u find peace ✌️ and positive energy.if partition does not happened there is United panjab.i love my both panjab and my culture humble people.bravest community in the world rich by hearts and pockets.im pround that im born in sikh family in panjab❤❤both panjab may live long",1,2024-01-09T13:10:33Z,True
@MounisFrancisBellon,How did you find a family to take you in?,0,2024-01-08T00:13:30Z,True
@Hanjuvlog,you should also have to visit NCA(National College of Arts) which is also located in Lahore,1,2024-01-05T18:40:00Z,True
@EHmoderate,"Recently took a tour of old Lahore, it was so culturally enriching. So many stories each story worth making a movie about",1,2024-01-05T10:27:05Z,True
@sufiyansheikh7599,Good to see that Filistini flag🇵🇸 in your background at coffee shop🔥love from🇮🇳,0,2024-01-05T05:25:13Z,True
@Newairdrops12,Your narration ability is so good and you explain lahore as it should be ❤❤ you are cute 🎉,1,2024-01-04T11:36:37Z,True
@tdl9420,Hey flora welcome to Lahore.... actually people who are asking you for selfies are those people who have always seen white people in movies and they think of you as a celebrity so please do not mind...! not all people like that.,0,2024-01-04T00:30:31Z,True
@tfortube,Wow looks like a recent upload with the coffee shop showing Palestinian flag. Anyhow good work. Thanks for sharing your experience,0,2024-01-02T00:02:48Z,True
@Shahrukh_raza,You are looking very beautiful in desi dresses 🫠🫠❤❤,0,2024-01-01T20:39:05Z,True
@muhammadfaizan1555,"Nicely depicted and narrated. Welcome to our country and do plan to visit some other cities of punjab like Sialkot , a city famous for its sports, surgical and other industrial goods.",2,2024-01-01T16:55:10Z,True
@imransharif443,Lahore beauty Lahore ki bahar Pakistan,1,2024-01-01T10:38:42Z,True
@dilkashpakistan1744,"Welcome to Lahore, Pakistan🇵🇰",0,2023-12-31T21:01:41Z,True
@autumn5432,"I’m planning on visiting Lahore as a solo female traveller so this video helps, thank you 😊
Did you feel safe walking through the walled city by yourself? I love wandering down old streets and alleyways when I travel and would love to do this in Lahore 😊",4,2023-12-31T19:48:37Z,True
@humayunmian452,"Born in UK but lived in Lahore for a long time. Not been back for over 20 years.
So jealous....
Miss the food.
I hope you enjoyed your time. Good luck",4,2023-12-31T18:39:21Z,True
@najeebullahbangash6238,"Your grace despite uncomfortable experiences is commendable! A lot of the locals are just very happy to see foreigners in the area, and I’d like to believe there is no malice associated with it. Thank you for visiting and portraying a very honest opinion of our country!",19,2023-12-31T14:37:19Z,True
@msh-l33t,"Bit of a fun fact, it's actually just the people of Lahore who are well known for sleeping in and waking up past noon, heh. Pakistanis in general have pretty much the same schedule as the rest of the world.",0,2023-12-31T09:58:09Z,True
@syedaqib020,"I have seen bunch of people making vloge but your way of vlogging is beyond from your Vlog.i can see how much effort you put in making videos.
And now am waiting for your next Vlog ❤❤❤",0,2023-12-31T07:39:15Z,True
@leoedition651,Lots of love from lahore ❤,1,2023-12-31T07:05:48Z,True
@Kiyani-vlogs,"Really nice 2 see u enjoying here ...  do tell ur fellows and world abt the hospitality of people in Pakistan ... and if u come to Karachi , it will be my honour to serve u a dinner ... and ofcourse any type of help if u need 🌹🌹",1,2023-12-31T06:30:49Z,True
@DrUTB,"You just travelled 5% of main areas in Lahore 
There is much more!",0,2023-12-31T03:14:18Z,True
@DrUTB,"Love from Lahore,Punjab
I am a Lahori ❤️",0,2023-12-31T03:11:54Z,True
@hamzasaeed5953,"I don't think Lahore has ever been depicted so nicely as it is in this video
Both the classical and modern nature of Lahore",50,2023-12-31T02:31:33Z,True
@abidfarooqui4899,"Hmm ... instant coffee in a chai. That is blasphemy and you should be ashamed :). I had espresso this morning and actually having chai right now but never did I think I should mix the two. Maybe I'll try it tomorrow. 
It was great to see the restoration of the mosque and paint work by the artist and his apprentice. So cool.",0,2023-12-31T01:23:18Z,True
@muhammadfaheem2654,"Love the way you are,, and some poetic kinda vibe from you i can feel it,,",1,2023-12-30T21:25:36Z,True
@muhammadmohsin7554,"great seeing you showcasing the true Lahore and Pakistan. 
Next time go for the traditional lahori breakfast they are yum  😋",3,2023-12-30T21:02:59Z,True
@johnali287,Welcome to Lahore after very featured videos of northern Pakistan.  From Rawalpindi,0,2023-12-30T20:51:01Z,True
@reenakhan8918,"Hi,Awsome video,clothes suit you so much,you mentioned about sleeping pattern,in the villages they sleep early and wake up very early,but the city life is slightly different,but that all depends on the families,if you’ve got work/school then all people wake up,but me living in Lahore realised,Lahore hardly sleeps 
Love Lahore",0,2023-12-30T20:33:30Z,True
@SadamBasraa,"Well that last thing that you've experienced (the demand of a lot of selfies from random people) is quite wierd and uncomfortable but I'm sure that if someone denies to do so then nobody's gonna insist for that. 
majority of Public will respect your privacy and try to make you feel comfortable as much possible.",1,2023-12-30T19:35:00Z,True
@studyali1067,"Lahore is a heart of Pakistan ❤ 
Paskistan’s even india history is empty without lahore .",1,2023-12-30T19:28:56Z,True
@gulqureshi5681,"I have loved all of your northern Pakistan vlogs so far. Honestly i have watched all of your vlogs multiple times. It would be great if you can do more videos about North. You have just covered 10% of it.
Cities like Lahore are chaotic, hectic & overwhelming. You will make your life difficult in this chaos. Its just a suggestion. I live in Islamabad. To make quality content your focus should remain on north. If you ever plan to come back, Do a 'hitchhiking' series in north Pakistan. Cities like Lahore/Karachi/Rawalpindi are not great for making content. They are overcrowded cities where there is no peace of mind.
Just a friendly suggestion.
(I am a local from Islamabad, Pakistan)",3,2023-12-30T19:00:49Z,True
@MuslimMunir8,lahore  lahore ay,0,2023-12-30T18:37:03Z,True
@QalamSeKalamofficial,Love from Lahore ❤😊😊❤,0,2023-12-30T18:27:50Z,True
@khanjarral,Amazing city with so much history.... Glad you be able to cover Lahore,8,2023-12-30T17:57:55Z,True
@AmeerHamza-wt3gw,That's teacher 🖤 Hats off to him,43,2023-12-30T17:41:23Z,True
@Zecos,"The reason they want pictures: they’ve probably seen a foreigner for the first time in their lives. They may have good intentions BUT if you don’t feel comfortable please tell them off there and then! They asked you for a picture politely, you didn’t want it, so politely refuse them. This is SUCH an irritating thing for foreigners who visit Pakistan and our people (unwillingly) make a memorable experience for them uncomfortable. I’d say to ALWAYS refuse pictures to random guys… you never know what they might use them for. Great vlog as always and I wish you safe travels! 🥳❤️ P.s Our country is NOT tourism ready yet… a lot needs to be done.",2,2023-12-30T17:33:56Z,True
@wolverinescratch,Met my wife in Lahore holds special memories,0,2023-12-30T17:17:10Z,True
@zubair6069,Well come to Lahore,0,2023-12-30T16:29:10Z,True
@zubair6069,👍👍👍❤️❤️❤️Love and respect from Lahore Pakistan,1,2023-12-30T16:28:53Z,True
@shahbazmalik2011,"Great influence in your story telling. Sober and decent. I always try to watch your travel videos. I think if you get some local tour guide with you, you will explore much more than this. Lahore is a place of open heart cheerful people. Welcome to Lahore.",2,2023-12-30T15:35:07Z,True
@MuhammadWaqas-sh9dq,Love ❤️from Lahore 🇵🇰🇵🇰,0,2023-12-30T15:04:13Z,True
@ReelXpress786,Must visit DHA RAYA❤️‍🔥,0,2023-12-30T15:02:44Z,True
@Giant_Dwarff,"Absolutely loved the way you highlight Lahore's diversity! Your storytelling beautifully captured my city's unique cultures and traditions. But I feel you just barely scratched the surface, or maybe I just want more Lahore videos 😅
PS: Feels like you are missing a lot on the food side by just sticking to vegetarian options, but if you must and seeing as you like Dahl, try Mian G Restaurant's special Dahl prepared in Desi Ghee, it would be the best dahl that you have had till date 💯",10,2023-12-30T14:34:09Z,True
@rocky8275,"Wow. I'm a 19 year old male born in Lahore and I never even visited Badshahi Mosque in my life😅. By watching your videos, it inspires me to explore my own city. So, Thanks❤",2,2023-12-30T14:25:40Z,True
